港澳台测试,#genre#
CCTV-17农业,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.115:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.115:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.115:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.115:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.115:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.115:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.115:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.115:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.115:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.115:5146$10
CCTV-17,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.123:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.123:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.123:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.123:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.123:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.123:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.123:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.123:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.123:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.123:5146$10
CCTV-17高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.121:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.121:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.121:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.121:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.121:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.121:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.121:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.121:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.121:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.121:5146$10
CCTV-17农业高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.198:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.198:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.198:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.198:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.198:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.198:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.198:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.198:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.198:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.198:5146$10
CCTV-4K 4K,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.194:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.194:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.194:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.194:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.194:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.194:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.194:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.194:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.194:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.194:5146$10
CCTV-4K 4K50p,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.174:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.174:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.174:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.174:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.174:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.174:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.174:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.174:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.174:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.174:5146$10
CGTN,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.45:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.45:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.45:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.45:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.45:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.45:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.45:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.45:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.45:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.45:5146$10
CGTN,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.27:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.27:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.27:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.27:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.27:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.27:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.27:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.27:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.27:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.27:5146$10
CGTN英语高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.199:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.199:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.199:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.199:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.199:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.199:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.199:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.199:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.199:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.199:5146$10
CGTN西班牙语高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.221:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.221:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.221:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.221:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.221:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.221:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.221:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.221:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.221:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.221:5146$10
CGTN法语高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.228:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.228:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.228:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.228:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.228:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.228:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.228:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.228:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.228:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.228:5146$10
CGTN阿拉伯语高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.253.43.200:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.253.43.200:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.253.43.200:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.253.43.200:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.253.43.200:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.253.43.200:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.253.43.200:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.253.43.200:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.253.43.200:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.253.43.200:5146$10
CGTN俄语高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.253.43.201:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.253.43.201:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.253.43.201:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.253.43.201:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.253.43.201:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.253.43.201:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.253.43.201:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.253.43.201:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.253.43.201:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.253.43.201:5146$10
湖南卫视,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.0.46:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.0.46:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.0.46:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.0.46:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.0.46:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.0.46:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.0.46:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.0.46:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.0.46:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.0.46:5146$10
湖南卫视,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.29:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.29:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.29:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.29:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.29:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.29:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.29:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.29:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.29:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.29:5146$10
湖南卫视高清,http://192.168.31.1/rtp.php?domain=Ly4hGBY/QBsgCD4uMQkFVwpHEwAXMTNkGzoLHiosMTE%3D&rtp=239.77.1.5:5146$1#http://192.168.31.1/rtp.php?domain=AS0AXTsSJAs0JRshNAlQECceIQI/PR5v&rtp=239.77.1.5:5146$2#http://192.168.31.1/rtp.php?domain=LBMuHRAOPwIdCGM4MidcDQoeKUE9PThm&rtp=239.77.1.5:5146$3#http://192.168.31.1/rtp.php?domain=LQcxHhd0HUMYDGcuMwkvDTIgKQ8/PR4lGQFzVA%3D%3D&rtp=239.77.1.5:5146$4#http://192.168.31.1/rtp.php?domain=FzEAWjgsEkY0CwNgHw1cUw0sKUM8PR4rGTdzVA%3D%3D&rtp=239.77.1.5:5146$5#http://192.168.31.1/rtp.php?domain=LAQhEjkSJEE3CxsjHQ1cDAksDBkrSg4nNwgYGT5aACwXQEwqCAMefiUJOgIJHxVNEBYzbQ%3D%3D&rtp=239.77.1.5:5146$6#http://192.168.31.1/rtp.php?domain=LDEtXREFQEIYJT0sHQogVg%3D%3D&rtp=239.77.1.5:5146$7#http://192.168.31.1/rtp.php?domain=LVoLEjgrDRgYJmdgNRYGUSYwBwI/OGJv&rtp=239.77.1.5:5146$8#http://192.168.31.1/rtp.php?domain=LVoMWjosLEA1MgAkMyM/DQw3cw0WLjM4NWIAHwUFQSosQSgqC2ZkeCczPUUIJE9E&rtp=239.77.1.5:5146$9#http://192.168.31.1/rtp.php?domain=AS41ETsCPxscMgMhNCQnEiQaBAcQSh0hNQd7GysFOjAXJhZuHAAROQ%3D%3D&rtp=239.77.1.5:5146$10
